nuts,SD,EPP,EAF,G,ALDE,NI,GUE,ECR,UEN,electorate,voters
NL411,15855,34103,30100,10627,35689,0,11010,0,0,469156,144973
NL412,13009,35194,21337,9821,27053,0,11263,0,0,345808,123799
NL413,16027,48453,26673,11987,35380,0,17538,0,0,481813,163613
NL414,17891,45924,29792,13055,49226,0,15898,0,0,555907,180639
NL421,5795,24287,16752,3969,10759,0,5059,0,0,212597,69259
NL422,4762,23860,15452,3290,8969,0,4052,0,0,182749,63096
NL423,17779,45114,38442,11180,23729,0,13532,0,0,479807,158439
PL,908765,3787998,0,0,0,0,0,2017607,0,30565272,7364763
PT,2078562,298423,0,0,0,0,762454,0,0,9704559,3333195
RO111,29496,83567,0,0,30439,12059,0,0,0,504590,163211
RO112,28694,35655,0,0,7789,4921,0,0,0,257506,82297
RO113,29522,79707,0,0,15882,11374,0,0,0,593624,148903
RO114,24475,38266,0,0,16010,9366,0,0,0,423761,96944
RO115,19529,56276,0,0,10720,3382,0,0,0,317464,94620
RO116,18953,40026,0,0,7712,3917,0,0,0,201681,74834
RO121,20665,45767,0,0,13272,6282,0,0,0,319042,92420
RO122,27179,52132,0,0,23475,8352,0,0,0,514554,120188
RO123,4009,56207,0,0,1385,1283,0,0,0,184176,64693
RO124,3698,99554,0,0,1195,1497,0,0,0,270993,108688
RO125,23776,94495,0,0,12019,12634,0,0,0,484272,151096
RO126,24197,28129,0,0,9840,6128,0,0,0,372249,75464
RO211,43303,40626,0,0,28389,12367,0,0,0,594687,135815
RO212,34868,36009,0,0,19720,9810,0,0,0,366357,106835
RO213,53298,36039,0,0,24670,13282,0,0,0,671046,141635
RO214,43074,56638,0,0,11450,11635,0,0,0,469268,134565
RO215,38164,52905,0,0,14567,12746,0,0,0,564431,132430
RO216,41738,18634,0,0,14681,7267,0,0,0,364849,87765
RO221,26931,16145,0,0,8216,8677,0,0,0,311855,65763
RO222,35550,37343,0,0,22247,10125,0,0,0,407002,111390
RO223,44904,36438,0,0,18297,15229,0,0,0,626593,129625
RO224,56869,36508,0,0,23302,9369,0,0,0,519394,133987
RO225,13000,17792,0,0,6521,4059,0,0,0,207748,45212
RO226,44489,19674,0,0,14188,7337,0,0,0,317752,91765
RO311,57845,36505,0,0,17545,19075,0,0,0,544817,139641
RO312,19379,22091,0,0,14593,6122,0,0,0,263200,69915
RO313,69545,58819,0,0,11488,12268,0,0,0,432613,161683
RO314,25474,37293,0,0,21015,5280,0,0,0,231674,93343
RO315,23232,14866,0,0,5868,4356,0,0,0,242180,51853
RO316,41032,61719,0,0,27336,18628,0,0,0,686790,166831
RO317,86018,37298,0,0,29976,7706,0,0,0,347866,166427
RO321,77561,79945,0,0,47478,44471,0,0,0,1764920,276589
RO322,20496,39497,0,0,23305,9379,0,0,0,259140,97467
RO411,64405,60386,0,0,17027,12795,0,0,0,592215,164295
RO412,31189,28385,0,0,13194,12541,0,0,0,303996,91033
RO413,32955,32064,0,0,13416,6893,0,0,0,246430,88994
RO414,73612,49733,0,0,17840,9780,0,0,0,391030,156471
RO415,40814,26461,0,0,20142,9594,0,0,0,342049,103147
RO421,20825,50439,0,0,12177,7100,0,0,0,392644,98718
RO422,22739,27703,0,0,13130,6869,0,0,0,282258,76144
RO423,29215,28066,0,0,21684,12078,0,0,0,408652,102284
RO424,35453,57839,0,0,17615,9678,0,0,0,599948,131284
ROZZZ,2048,6098,0,0,2159,1383,0,0,0,0,13769
SE,773513,744851,112355,575029,603799,0,179182,0,0,7088303,3168546
SE010,123503,211718,18600,155265,156716,0,36393,0,0,1470438,742301
SE021,25133,26543,4474,24239,26391,0,6775,0,0,251513,119531
SE022,25738,19111,3080,15351,16142,0,4391,0,0,203987,87958
SE023,37578,31944,5006,29324,28617,0,6902,0,0,327891,145518
SE024,29748,19008,3372,15939,14875,0,6146,0,0,215095,95477
SE025,25161,17433,3552,13318,15969,0,5832,0,0,191634,84447
SE091,28094,35225,4386,15466,19509,0,5535,0,0,255870,112851
SE092,13863,13426,1867,8846,11173,0,5480,0,0,139264,58072
SE093,22893,16718,2576,11739,15522,0,4339,0,0,184826,77248
SE094,5151,3531,473,3696,4843,0,1087,0,0,45935,19717
SE041,13401,9609,1240,7169,8112,0,2658,0,0,118117,46834
SE044,86735,102470,7874,66169,74685,0,15346,0,0,922807,390270
SE0A1,24521,28375,2757,16302,22721,0,3920,0,0,227059,103476
SE0A2,133203,127085,16951,106088,101985,0,31211,0,0,1197819,547275
SE061,26533,16154,3161,13292,16491,0,5525,0,0,213152,85173
SE062,26285,14567,4895,14315,15682,0,6762,0,0,216712,87066
SE063,24954,13033,4452,13047,13954,0,6600,0,0,217025,80447
SE071,28544,12057,3989,11617,11511,0,5136,0,0,191408,75990
SE072,14112,5083,2895,6145,8364,0,2715,0,0,100419,40674
SE081,27591,11409,11643,16148,12474,0,7598,0,0,202030,90458
SE082,30772,10352,5112,11554,8063,0,8831,0,0,195302,77763
SI0,85407,217030,0,0,98450,46519,0,0,0,1699753,463472
SK010,31280,49456,5171,0,7078,0,0,0,0,534181,120410
SK021,20627,44504,3121,0,5741,0,0,0,0,454475,82486
SK022,37324,23057,6483,0,12917,0,0,0,0,489305,92317
SK023,32274,56489,5317,0,9258,0,0,0,0,576190,114174
SK031,36565,33048,9155,0,10894,0,0,0,0,547653,102652
SK032,39469,35094,7590,0,10114,0,0,0,0,525972,106056
SK041,35733,39434,4887,0,9714,0,0,0,0,607624,106407
SK042,31450,42999,4236,0,8525,0,0,0,0,610373,102280
UK,2381760,0,2498226,1303745,2080613,943598,0,4198394,0,45315669,15128382
