nuts,SD,EPP,EAF,G,ALDE,NI,GUE,ECR,UEN,electorate,voters
DE933,16105,34357,0,10647,5659,0,1191,0,0,183389,72904
DE934,2944,6720,0,4327,771,0,354,0,0,41242,16132
DE935,12730,20488,0,11178,3750,0,1389,0,0,132617,53174
DE936,9688,12695,0,5431,2314,0,654,0,0,87211,33459
DE937,11493,25265,0,5652,3787,0,600,0,0,125079,49800
DE938,10372,19826,0,4082,2378,0,627,0,0,108857,40529
DE939,15416,26582,0,6793,3917,0,824,0,0,149663,57191
DE93A,7437,13977,0,4272,1526,0,462,0,0,77360,29365
DE93B,10904,15631,0,5959,2689,0,846,0,0,102027,39009
DE941,5430,6963,0,1962,1123,0,428,0,0,57441,17366
DE942,5288,3226,0,1431,947,0,238,0,0,38774,11872
DE943,11639,14278,0,11314,3327,0,1676,0,0,120562,44629
DE944,12212,22233,0,9358,3177,0,926,0,0,119389,50421
DE945,6916,8825,0,1979,1730,0,530,0,0,66316,21845
DE946,8158,13949,0,3849,2872,0,442,0,0,88126,31066
DE947,20122,17485,0,4789,2586,0,833,0,0,147023,49238
DE948,5200,31149,0,1994,2292,0,320,0,0,110904,42469
DE949,14088,72378,0,5250,4037,0,723,0,0,227465,100234
DE94A,9110,11712,0,2924,2625,0,421,0,0,79370,28873
DE94B,11631,26066,0,3274,1738,0,329,0,0,94831,44955
DE94C,14675,17525,0,3582,2102,0,614,0,0,124771,41592
DE94D,9528,15959,0,4741,3683,0,603,0,0,94600,36866
DE94E,27435,67760,0,10771,6124,0,1154,0,0,266235,118834
DE94F,5325,32448,0,2319,2900,0,247,0,0,92422,44802
DE94G,8064,9329,0,2420,1953,0,406,0,0,71512,23787
DE94H,4360,6880,0,1126,933,0,210,0,0,44529,14338
DEA11,38891,69520,0,27346,16679,0,3930,0,0,408041,168779
DEA12,43572,40846,0,13732,6545,0,5288,0,0,354684,122231
DEA13,49764,63382,0,23484,10217,0,4612,0,0,443351,166713
DEA14,15640,29794,0,9067,6006,0,1425,0,0,167339,67032
DEA15,12603,31793,0,7412,6135,0,1302,0,0,195194,63810
DEA16,16384,19070,0,6744,3975,0,1277,0,0,130539,51595
DEA17,18512,17731,0,5714,2669,0,1885,0,0,161859,51455
DEA18,7640,12630,0,3176,2947,0,671,0,0,83581,29660
DEA19,10939,19462,0,5543,4688,0,1123,0,0,115176,45271
DEA1A,25044,36958,0,15420,8505,0,3115,0,0,256119,98114
DEA1B,18722,52842,0,8135,7245,0,1301,0,0,221746,93328
DEA1C,38190,71511,0,18752,15145,0,3203,0,0,374982,158680
DEA1D,29026,71593,0,14599,13655,0,2173,0,0,328533,141031
DEA1E,18485,48194,0,10361,9139,0,1407,0,0,224765,93830
DEA1F,44034,61591,0,15595,9744,0,3051,0,0,357708,144157
DEA21,16893,32470,0,17766,6356,0,1922,0,0,173019,79373
DEA22,19784,42057,0,23207,10592,0,2265,0,0,210108,103005
DEA23,64006,92349,0,63241,23102,0,8191,0,0,673585,268435
DEA24,11235,18093,0,5423,3336,0,851,0,0,117295,42312
DEA25,26298,42050,0,8593,6125,0,1534,0,0,225569,91937
DEA26,19806,40037,0,7177,5035,0,1254,0,0,197858,79208
DEA27,36737,60205,0,15979,12411,0,2260,0,0,335679,137651
DEA28,10884,31312,0,5738,5288,0,885,0,0,146008,58267
DEA29,14738,41539,0,5714,5734,0,1070,0,0,183895,73885
DEA2A,19718,43176,0,9122,6779,0,1308,0,0,211720,86181
DEA2B,20982,44828,0,14177,10229,0,1573,0,0,212235,98186
DEA2C,39326,93355,0,26298,17910,0,3234,0,0,431224,191772
DEA31,12612,13790,0,3149,1747,0,842,0,0,91350,36062
DEA32,23882,22151,0,5919,3224,0,2044,0,0,195849,65003
DEA33,19621,42145,0,23635,7937,0,1957,0,0,203203,100111
DEA34,20202,71320,0,9145,6812,0,1074,0,0,264510,113970
DEA35,13824,42828,0,8553,5601,0,928,0,0,164768,75634
DEA36,62025,75909,0,18370,10725,0,4828,0,0,491555,188288
DEA37,34605,74043,0,13874,9177,0,1705,0,0,327325,140243
DEA38,19739,50772,0,9180,6657,0,1115,0,0,207964,92861
DEA41,28156,41052,0,20352,6497,0,2860,0,0,239975,105788
DEA42,22548,55593,0,12301,7185,0,1355,0,0,255193,105455
DEA43,22374,31551,0,7346,4596,0,1257,0,0,195282,71844
DEA44,9198,32266,0,3342,3044,0,526,0,0,117335,51449
DEA45,35153,48144,0,12636,7829,0,2026,0,0,276085,113998
DEA46,29671,40929,0,9438,7762,0,1377,0,0,247334,96128
DEA47,14367,54454,0,8643,5436,0,1053,0,0,215835,88981
DEA51,40699,38643,0,17628,6286,0,4036,0,0,290074,118179
DEA52,53846,54095,0,24888,10025,0,6118,0,0,427536,161987
DEA53,16365,21038,0,5257,3519,0,1550,0,0,144903,52507
DEA54,15304,22178,0,4353,2735,0,939,0,0,130191,49343
DEA55,15920,14607,0,3951,1789,0,1413,0,0,122177,42669
DEA56,34952,38498,0,14226,8092,0,2581,0,0,264905,107385
DEA57,17895,59268,0,5593,4835,0,915,0,0,211171,93416
DEA58,30118,60233,0,10516,8635,0,2044,0,0,324763,122278
DEA59,7446,31046,0,2648,1998,0,371,0,0,103345,45748
DEA5A,20003,38037,0,7400,4993,0,1294,0,0,219198,78812
DEA5B,22758,52181,0,8963,7303,0,1401,0,0,229686,98850
DEA5C,43315,48955,0,13869,8124,0,2852,0,0,315208,127249
DEB11,10066,18865,0,4486,2523,0,596,0,0,81862,39201
DEB12,9669,31553,0,4904,3831,0,514,0,0,99311,54484
DEB13,14041,29224,0,3743,3352,0,657,0,0,103451,55412
DEB14,20636,28479,0,6300,5562,0,835,0,0,121319,68532
DEB15,11001,14828,0,2358,3018,0,448,0,0,70807,35260
DEB16,6288,20132,0,1586,1959,0,211,0,0,52594,32511
DEB17,22535,48619,0,6656,5034,0,839,0,0,164582,90403
DEB18,19270,36040,0,6130,4266,0,1020,0,0,138845,72420
DEB19,12965,24971,0,3928,4199,0,530,0,0,81747,50645
DEB1A,17740,24722,0,4719,3506,0,638,0,0,99972,56341
DEB1B,21267,44855,0,6440,5127,0,1002,0,0,153770,86407
DEB21,7523,14965,0,6028,1901,0,557,0,0,76177,33496
DEB22,10552,29880,0,3973,3913,0,460,0,0,90069,53247
DEB23,9658,26927,0,3067,2927,0,312,0,0,74729,46516
DEB24,5510,18287,0,1885,1730,0,230,0,0,50064,30071
DEB25,15687,34319,0,5855,3269,0,648,0,0,108797,65212
DEB31,4430,8614,0,1404,911,0,225,0,0,34309,17477
DEB32,9445,12964,0,3674,2037,0,432,0,0,72347,32135
DEB33,4068,6712,0,2469,1111,0,259,0,0,31770,16291
DEB34,14337,19689,0,4085,2479,0,908,0,0,103633,49282
DEB35,16147,26931,0,12495,4859,0,1193,0,0,128923,69472
DEB36,4758,11116,0,2728,1531,0,238,0,0,41677,22538
DEB37,3855,7408,0,1007,761,0,373,0,0,34918,16390
DEB38,4304,7559,0,2443,1001,0,309,0,0,36497,18162
DEB39,7754,10952,0,2402,1587,0,538,0,0,58890,25766
DEB3A,3664,4659,0,1003,932,0,251,0,0,27943,11987
DEB3B,17406,21935,0,5066,4152,0,695,0,0,95442,55732
DEB3C,17191,28057,0,5640,4416,0,637,0,0,104552,63469
DEB3D,11620,13301,0,2790,2681,0,444,0,0,60291,35563
DEB3E,12713,25297,0,4269,3324,0,490,0,0,90695,53283
DEB3F,14608,23587,0,3434,2656,0,502,0,0,83444,51237
DEB3G,13043,12225,0,2400,1987,0,465,0,0,61829,35457
DEB3H,12779,25772,0,5189,3749,0,562,0,0,85834,54699
DEB3I,17162,30956,0,6221,4590,0,704,0,0,113732,67890
DEB3J,23736,38678,0,10956,6768,0,1147,0,0,150646,89572
DEB3K,11916,26259,0,2992,3302,0,624,0,0,82658,52497
DEC01,37289,51450,0,12825,6457,0,3498,0,0,260803,127468
DEC02,14665,24356,0,2997,2242,0,646,0,0,83257,49546
DEC03,20645,25167,0,3841,2258,0,1284,0,0,114918,59807
DEC04,27256,40319,0,6158,3784,0,1680,0,0,162553,88587
DEC05,18062,28495,0,5565,3190,0,1073,0,0,120833,64272
DEC06,13358,24964,0,2651,1536,0,626,0,0,76436,47329
DED11,13090,23408,0,5575,4436,0,24792,0,0,208842,88016
DED12,2940,6314,0,1022,1376,0,5437,0,0,58293,20207
DED13,4341,10043,0,1331,1579,0,9208,0,0,84472,32072
DED14,2978,15476,0,972,1684,0,6905,0,0,70966,35604
DED15,5976,18010,0,1892,2644,0,11174,0,0,114456,48147
DED16,5800,23669,0,2361,3250,0,13771,0,0,121691,60505
DED17,8723,27290,0,2355,3786,0,14959,0,0,164716,71207
DED18,3276,15541,0,1033,2217,0,7314,0,0,76054,36414
DED19,5807,20617,0,1595,2634,0,11200,0,0,111058,50479
DED1A,4023,12694,0,1150,1635,0,8046,0,0,76226,35113
DED1B,4941,20591,0,1307,2235,0,11460,0,0,112672,50255
DED1C,5387,18768,0,1583,2536,0,11313,0,0,109471,47360
DED21,19929,54178,0,25141,9877,0,42411,0,0,393808,175897
