FR930	Guyane	2004	930	1935	410	362	0	2298	0	0	166	0	0	185	94	0	0	0	0	33	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841	0	0	0	53804	7743	7258	485	46061
FR940	Réunion	2004	45239	40801	7389	2926	0	4556	0	0	2104	0	0	17	1551	0	0	0	97	401	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66550	2606	0	0	464355	185776	174260	11516	278579
FRX10	Sainte Pierre et Miquelon	2004	159	177	91	65	0	243	0	0	34	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	4816	879	827	52	3937
FRX20	Mayotte	2004	2276	4576	2408	555	0	465	0	0	262	0	0	0	369	0	0	0	0	243	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3071	0	0	0	55504	15269	14232	1037	40235
FRX30	Wallis et Futuna	2004	1791	1476	662	103	0	70	0	0	80	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	10128	4362	4313	49	5766
FRX40	Polynesie Francaise	2004	10111	26405	4531	758	0	1867	0	0	265	0	0	321	670	0	0	0	23	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15249	40	0	0	152631	60829	60251	578	91802
FRX50	Nouvelle Caledonie	2004	5586	11058	4753	4814	0	2554	0	0	480	0	0	1295	612	0	0	0	33	248	0	1	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	0	0	0	132569	33696	32549	1147	98873
FR10	Île de France	2004	685260	487213	345558	234894	166579	205415	165237	14098	76122	42226	0	82265	16881	5758	1361	7708	35197	2966	54	0	833	104	0	0	1476	0	0	0	6263	98689	3130	50037	503	1468	853	0	0	0	0	0	0	6206693	2797396	2738148	59248	3409297
FR21	Champagne-Ardenne	2004	98947	66967	42103	46561	22028	17524	12425	2958	8829	0	0	7508	3741	870	98	2006	6123	723	24	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7308	10089	0	0	0	0	905839	368884	356896	11988	536955
FR22	Picardie	2004	147418	65443	65387	76431	38427	31628	32394	6275	16888	4881	16132	9909	5778	81	134	0	9918	1248	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1283804	547919	528414	19505	735885
FR23	Haute-Normandie	2004	158955	65552	63379	59109	30340	36747	29339	5500	15732	5017	12075	9632	5680	168	162	0	8397	973	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223981	524605	506813	17792	699376
FR24	Centre	2004	210101	138595	80611	86157	59713	46769	36791	7247	18966	0	18455	0	8204	1252	210	3025	14134	1708	0	33	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1710743	759435	732038	27397	951308
FR25	Basse-Normandie	2004	121779	69809	56043	41417	32928	31327	11199	4330	11361	4096	18556	10023	4840	179	107	0	7646	1034	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1033318	441630	426702	14928	591688
FR26	Bourgogne	2004	152732	77984	51493	51052	30605	26371	19833	3954	11362	0	0	10667	4705	1228	271	2505	7921	742	25	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8607	9538	0	0	0	0	1140613	489433	471695	17738	651180
