FR30	Nord - Pas-de-Calais	2004	344153	142559	107357	154374	51609	76294	102173	14238	30625	9449	29241	20048	10523	341	404	0	18296	2630	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	2799155	1156362	1114454	41908	1642793
FR41	Lorraine	2004	178306	90422	82202	73791	34098	39189	18064	6011	17118	0	0	11839	6106	862	63	4512	11613	1058	34	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14677	17013	0	0	0	0	1625619	629840	607038	22802	995779
FR42	Alsace	2004	94027	93929	66165	58658	19324	37173	5048	2975	8049	0	0	9022	4254	1385	115	3186	8821	754	12	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22410	7421	0	0	0	0	1180919	457408	442829	14579	723511
FR43	Franche-Comté	2004	107973	62622	33928	40774	24862	21933	9442	2537	9067	0	0	5238	2751	997	47	1695	5554	206	1	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8443	8308	0	0	0	0	786553	359932	346503	13429	426621
FR51	Pays de la Loire	2004	293963	141580	114207	54896	179207	78923	36173	7211	23106	16317	20259	0	7991	1872	931	0	12824	1150	18	9	135	0	0	0	0	0	280	38819	0	0	0	0	0	0	0	0	0	0	0	0	0	2401468	1066081	1029871	36210	1335387
FR52	Bretagne	2004	325699	142534	136716	52588	77988	82015	44450	7023	23048	32325	13373	0	6957	2124	600	0	12907	1233	49	53	271	0	0	0	0	0	474	31954	0	0	0	0	0	0	0	0	0	0	0	0	0	2209241	1022483	994381	28102	1186758
FR53	Poitou-Charentes	2004	169526	93868	47042	36010	58276	34602	24000	4134	12646	7330	17194	0	4126	916	362	0	8060	744	12	4	40	0	0	0	0	0	79	8758	0	0	0	0	0	0	0	0	0	0	0	0	0	1233753	548981	527729	21252	684772
FR61	Aquitaine	2004	290190	152618	136407	70092	43133	74143	56201	7659	22179	0	38564	16002	8097	945	114	2631	15131	1484	18	3	30	5	2703	5173	395	1	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2148289	982835	943967	38868	1165454
FR62	Midi-Pyrénées	2004	292712	124929	117575	65100	37140	78271	48539	7125	22526	0	26803	18234	6940	1192	65	2590	15164	1157	47	6	44	35	3232	53	23	5	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1918843	911702	869811	41891	1007141
FR63	Limousin	2004	96117	53016	17715	17404	12491	14949	21041	1844	7925	0	7217	0	2156	324	16	673	4178	306	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549678	270069	257380	12689	279609
FR71	Rhône-Alpes	2004	449474	264544	202801	156254	93925	138365	64559	9576	38145	0	24173	26520	14193	2048	252	5242	25861	2027	0	15	69	0	0	0	728	0	72	0	0	0	0	0	0	0	0	0	0	0	0	1139	0	3758768	1561444	1519982	41462	2197324
FR72	Auvergne	2004	134031	95473	42021	32369	21063	26732	29822	3717	11169	0	8324	0	4670	583	68	1745	7706	787	0	92	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978633	438827	420401	18426	539806
FR81	Languedoc-Roussillon	2004	194776	105171	79747	85571	35881	57204	58115	5975	20360	0	21235	17600	5525	1525	32	2909	11703	887	3	0	21	54	3315	35	0	154	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1708475	739787	707935	31852	968688
FR82	Provence-Alpes-Côte d'Azur	2004	328155	211661	121019	176117	74637	79440	69409	6889	26643	0	24712	30229	9611	466	283	13038	18891	1528	0	21	129	0	0	0	207	0	60	0	0	0	0	0	0	0	0	0	0	0	0	26	0	3085819	1227117	1193171	33946	1858702
FR83	Corse	2004	14290	13773	2978	4526	1485	3545	6116	179	837	0	984	3368	216	26	8	153	567	73	0	1	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	196100	54245	53140	1105	141855
FR91	Gaudeloupe	2004	2654	6173	2300	716	0	19430	0	0	834	0	0	730	312	0	0	0	13	199	12	3	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7582	34	0	0	289620	44857	41022	3835	244763
FR92	Martinique	2004	3443	3502	16963	541	0	1267	0	0	3196	0	0	622	410	0	0	0	0	0	9	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14963	0	0	0	272021	48819	44935	3884	223202
FR93	Guyane	2004	930	1935	410	362	0	2298	0	0	166	0	0	185	94	0	0	0	0	33	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841	0	0	0	53804	7743	7258	485	46061
FR94	Réunion	2004	45239	40801	7389	2926	0	4556	0	0	2104	0	0	17	1551	0	0	0	97	401	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66550	2606	0	0	464355	185776	174260	11516	278579
FRX1	Sainte Pierre et Miquelon	2004	159	177	91	65	0	243	0	0	34	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	4816	879	827	52	3937
FRX2	Mayotte	2004	2276	4576	2408	555	0	465	0	0	262	0	0	0	369	0	0	0	0	243	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3071	0	0	0	55504	15269	14232	1037	40235
FRX3	Wallis et Futuna	2004	1791	1476	662	103	0	70	0	0	80	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	10128	4362	4313	49	5766
FRX4	Polynesie Francaise	2004	10111	26405	4531	758	0	1867	0	0	265	0	0	321	670	0	0	0	23	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15249	40	0	0	152631	60829	60251	578	91802
FRX5	Nouvelle Caledonie	2004	5586	11058	4753	4814	0	2554	0	0	480	0	0	1295	612	0	0	0	33	248	0	1	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	0	0	0	132569	33696	32549	1147	98873
FR1	ÎLE DE FRANCE	2004	685260	487213	345558	234894	166579	205415	165237	14098	76122	42226	0	82265	16881	5758	1361	7708	35197	2966	54	0	833	104	0	0	1476	0	0	0	6263	98689	3130	50037	503	1468	853	0	0	0	0	0	0	6206693	2797396	2738148	59248	3409297
FR2	BASSIN PARISIEN	2004	889932	484350	359016	360727	214041	190366	141981	30264	83138	13994	65218	47739	32948	3778	982	7536	54139	6428	49	33	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15915	19627	0	0	0	20	7298298	3131906	3022558	109348	4166392
FR3	NORD - PAS-DE-CALAIS	2004	344153	142559	107357	154374	51609	76294	102173	14238	30625	9449	29241	20048	10523	341	404	0	18296	2630	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	2799155	1156362	1114454	41908	1642793
FR4	EST	2004	380306	246973	182295	173223	78284	98295	32554	11523	34234	0	0	26099	13111	3244	225	9393	25988	2018	47	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45530	32742	0	0	0	0	3593091	1447180	1396370	50810	2145911
FR5	OUEST	2004	789188	377982	297965	143494	315471	195540	104623	18368	58800	55972	50826	0	19074	4912	1893	0	33791	3127	79	66	446	0	0	0	0	0	833	79531	0	0	0	0	0	0	0	0	0	0	0	0	0	5844462	2637545	2551981	85564	3206917
FR6	SUD-OUEST	2004	679019	330563	271697	152596	92764	167363	125781	16628	52630	0	72584	34236	17193	2461	195	5894	34473	2947	65	11	80	40	5935	5226	418	6	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4616810	2164606	2071158	93448	2452204
FR7	CENTRE-EST	2004	583505	360017	244822	188623	114988	165097	94381	13293	49314	0	32497	26520	18863	2631	320	6987	33567	2814	0	107	98	0	0	0	728	0	72	0	0	0	0	0	0	0	0	0	0	0	0	1139	0	4737401	2000271	1940383	59888	2737130
FR8	MÉDITERRANÉE	2004	537221	330605	203744	266214	112003	140189	133640	13043	47840	0	46931	51197	15352	2017	323	16100	31161	2488	3	22	159	54	3315	35	207	154	200	0	0	0	0	0	0	0	0	0	0	0	0	29	0	4990394	2021149	1954246	66903	2969245
FR9	DÉPARTMENTS D'OUTRE-MER	2004	52266	52411	27062	4545	0	27551	0	0	6300	0	0	1554	2367	0	0	0	110	633	21	3	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89936	2640	0	0	1079800	287195	267475	19720	792605
FRX	OTHER AREAS	2004	19923	43692	12445	6295	0	5199	0	0	1121	0	0	1616	1659	0	0	0	56	547	6	8	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19485	40	0	0	355648	115035	112172	2863	240613
FR	FRANCE	2004	4960773	2856365	2051961	1684985	1145739	1271309	900370	131455	440124	121641	297297	291274	147971	25142	5703	53618	266778	26598	324	250	2509	198	9250	5261	2829	160	1458	79531	6263	98689	3130	50037	503	1468	853	61445	52369	109421	2680	1168	46	41521752	17758645	17168945	589700	23763107
